"subject1","object1"
"http://dbpedia.org/resource/Pygmy_rabbit","http://en.wikipedia.org/wiki/Pygmy_rabbit"
"http://dbpedia.org/resource/Rabbit","http://en.wikipedia.org/wiki/Rabbit"
"http://dbpedia.org/resource/Domestic_rabbit","http://en.wikipedia.org/wiki/Domestic_rabbit"
